"Date","Level","Slope","Curvature"
2012-01-04,6.21955052155695,-4.19226272511964,0.995182945440824
2012-01-05,6.64546819870721,-4.55677835968692,0.323283777375578
2012-01-06,6.87864985549553,-4.73262250475872,-0.10683973736473
2012-01-09,7.02409347289064,-4.83900614082342,-0.419104411315899
2012-01-10,7.13553348540318,-4.915796626065,-0.645238203503375
2012-01-11,7.20503320338107,-4.95938005101549,-0.789531004700161
2012-01-12,7.27169166781299,-5.00882000798583,-0.916967554521405
2012-01-13,7.31919517348453,-5.03323774416246,-1.04527619096277
2012-01-16,7.376873873576,-5.11126080521891,-1.16413300199296
2012-01-17,7.42611698797995,-5.15535544225882,-1.28323143378755
2012-01-18,7.47093914622796,-5.18747005963345,-1.40058928139546
2012-01-19,7.50245779593586,-5.2231148285955,-1.47683431445749
2012-01-20,7.53145491844586,-5.21564140073576,-1.55336352293128
2012-01-21,7.55808840661825,-5.19823439452285,-1.64389089332558
2012-01-29,7.57881436770449,-5.19521572010602,-1.70095799198457
2012-01-30,7.59352774515251,-5.20909055883067,-1.74408351057195
2012-01-31,7.61805110357106,-5.25632117704746,-1.80480261293717
2012-02-01,7.6362275432271,-5.27384130387187,-1.83344052091557
2012-02-02,7.65043920756917,-5.27218695408139,-1.85695419705543
2012-02-03,7.66384091724385,-5.28150650908783,-1.8774875099219
2012-02-06,7.66827431006619,-5.23413371558165,-1.87681259724741
2012-02-07,7.67580034438587,-5.22905191097045,-1.86989091471191
2012-02-08,7.68501679169127,-5.21206293030576,-1.87553289111015
2012-02-09,7.69255650494368,-5.15913486938826,-1.90048616351566
2012-02-10,7.70064539491438,-5.14349880815726,-1.91112470157116
2012-02-13,7.717475670957,-5.22976008457341,-1.92590319427256
2012-02-14,7.73250890879619,-5.25920134606555,-1.95630697965307
2012-02-15,7.74381080023773,-5.2550977796215,-1.98053277612548
2012-02-16,7.75521615696125,-5.23721275407335,-2.01432298720829
2012-02-17,7.76443801190191,-5.22826534026336,-2.03658230614016
2012-02-20,7.76797425765513,-5.19851933805212,-2.06391715408437
2012-02-21,7.77106777296637,-5.19162664645629,-2.07473022217868
2012-02-22,7.77599017297056,-5.1945660895127,-2.08830247805199
2012-02-23,7.7822118060863,-5.19647037205479,-2.10002132756712
2012-02-24,7.78602829329369,-5.1919120697949,-2.11755600563649
2012-02-27,7.79082349113326,-5.20420211268011,-2.12864687359559
2012-02-28,7.79590191812044,-5.2063402422673,-2.12957374065443
2012-02-29,7.79979736529687,-5.20450427483448,-2.13226060989716
2012-03-01,7.80255281470174,-5.20340529471755,-2.13265767213402
2012-03-02,7.80619803840897,-5.20870183156587,-2.13000212891962
2012-03-05,7.80825585663443,-5.18579177157864,-2.15329713413723
2012-03-06,7.81121745965687,-5.1813056930816,-2.16125799296538
2012-03-07,7.81478500232863,-5.1914077969047,-2.17015504861552
2012-03-08,7.81781796943901,-5.20034951116398,-2.18137959254954
2012-03-09,7.82221665029341,-5.21265098491978,-2.19710591486855
2012-03-12,7.82936138567551,-5.26627484631741,-2.19145456160919
2012-03-13,7.83418625978426,-5.29652080042593,-2.18240570619985
2012-03-14,7.83725505692973,-5.27848953035908,-2.18600920598726
2012-03-15,7.83924957372023,-5.27988038173748,-2.17111500540119
2012-03-16,7.84154837990915,-5.28120647580541,-2.16313207700503
2012-03-19,7.84227368007196,-5.27312197567364,-2.1637430973159
2012-03-20,7.84317479404106,-5.27008019885878,-2.16100662792939
2012-03-21,7.845748744915,-5.27330891872901,-2.15485528267428
2012-03-22,7.84892334349396,-5.28249197313431,-2.14800085933627
2012-03-23,7.85004534910386,-5.28437911122201,-2.13451153830821
2012-03-26,7.85531899295815,-5.33673045586032,-2.12401235435236
2012-03-27,7.85859940385166,-5.3580182464633,-2.11129805591915
2012-03-28,7.86248793118645,-5.37468662796744,-2.10239488680918
2012-03-29,7.86688538123027,-5.39968552456212,-2.09497392320049
2012-03-30,7.87162234708836,-5.42135480096096,-2.09114236639652
2012-03-31,7.87546163326398,-5.44374731959224,-2.08239640332852
2012-04-01,7.87729207773509,-5.42943916203691,-2.08612552512146
2012-04-05,7.87609252855395,-5.40168455437127,-2.08082580178215
2012-04-06,7.87590189689637,-5.39016044146555,-2.08254088710703
2012-04-09,7.87494459667209,-5.38160986638879,-2.07421410915481
2012-04-10,7.87586015391623,-5.39154343686074,-2.06150646935521
